name,link,id,tags
I Love Strings,https://www.spoj.com/problems/STRNGSLV,STRNGSLV,[]
English,https://www.spoj.com/problems/STRANG,STRANG,[]
Shortest Paths,https://www.spoj.com/problems/SPATHS,SPATHS,[]
Prime Power Test,https://www.spoj.com/problems/PRIMEPOW,PRIMEPOW,[]
Prime Power Test (Hard),https://www.spoj.com/problems/PRIMPOW2,PRIMPOW2,[]
RajaRani,https://www.spoj.com/problems/MARRIAGE,MARRIAGE,[]
Distributing sweets,https://www.spoj.com/problems/DSWEETS,DSWEETS,[]
Euler Totient Function Sieve,https://www.spoj.com/problems/ETFS,ETFS,['totient']
"Periodic function, trip 1",https://www.spoj.com/problems/PERIOD1,PERIOD1,[]
"Periodic function, trip 2",https://www.spoj.com/problems/PERIOD2,PERIOD2,[]
"Periodic function, trip 3",https://www.spoj.com/problems/PERIOD3,PERIOD3,[]
Missing Side,https://www.spoj.com/problems/CIRCIRC,CIRCIRC,['bubble-cup-9-round-1']
Collecting Candies,https://www.spoj.com/problems/GSCANDY,GSCANDY,[]
Mau-Mau,https://www.spoj.com/problems/MAUMAU,MAUMAU,[]
"Periodic function, trip 3 (easy)",https://www.spoj.com/problems/PERIOD4,PERIOD4,[]
pK,https://www.spoj.com/problems/RELIGION,RELIGION,[]
Polynomial Table,https://www.spoj.com/problems/POLYTABL,POLYTABL,[]
Polynomial Drawing,https://www.spoj.com/problems/POLYDRAW,POLYDRAW,[]
Chicks,https://www.spoj.com/problems/CHICKEGG,CHICKEGG,[]
Intersection Query,https://www.spoj.com/problems/ZQUERY2,ZQUERY2,[]
Stick values,https://www.spoj.com/problems/BOBERT,BOBERT,[]
Norma,https://www.spoj.com/problems/NORMA2,NORMA2,[]
Badminton Tournament - Easy,https://www.spoj.com/problems/BAD,BAD,[]
Mobile Company 2,https://www.spoj.com/problems/SELLPHN2,SELLPHN2,['max-flow']
Euler Totient Function Depth,https://www.spoj.com/problems/ETFD,ETFD,['number-theory']
Saving Planet Bomber (Easy),https://www.spoj.com/problems/BOMBER1,BOMBER1,[]
KATHTHI,https://www.spoj.com/problems/KATHTHI,KATHTHI,[]
Divisors of factorial,https://www.spoj.com/problems/DIVFACT,DIVFACT,"['simple-math', 'number-theory']"
Divisors of factorial (hard),https://www.spoj.com/problems/DIVFACT3,DIVFACT3,[]
Black and White Tiles,https://www.spoj.com/problems/TILE001,TILE001,[]
SUM OF PRODUCT,https://www.spoj.com/problems/SUMPRO,SUMPRO,"['simple-math', 'numbe']"
Smallest Number,https://www.spoj.com/problems/SMALL,SMALL,['numbertheory']
Smallest Number (medium),https://www.spoj.com/problems/SMALLM,SMALLM,[]
Paths in a Tree,https://www.spoj.com/problems/CQM1TREE,CQM1TREE,[]
Dandiya Night and Violence,https://www.spoj.com/problems/DANDVIOL,DANDVIOL,[]
Tinku got a job,https://www.spoj.com/problems/TINKUJOB,TINKUJOB,[]
Yo Yo Jagdish Singh,https://www.spoj.com/problems/YOYOCQM,YOYOCQM,[]
Cool Problem,https://www.spoj.com/problems/COOLPROB,COOLPROB,[]
Birthday Gift for SJ,https://www.spoj.com/problems/PRJAN15B,PRJAN15B,[]
String Play,https://www.spoj.com/problems/PRJAN15C,PRJAN15C,[]
Divisors of factorial (extreme),https://www.spoj.com/problems/DIVFACT4,DIVFACT4,['fast-prime-counting']
Flow on Tree,https://www.spoj.com/problems/PRJAN15E,PRJAN15E,[]
Stack Overflow,https://www.spoj.com/problems/PRJAN15F,PRJAN15F,[]
Kingdom,https://www.spoj.com/problems/PRJAN15G,PRJAN15G,[]
Valid Path,https://www.spoj.com/problems/RTREE2,RTREE2,['tree']
Roger and tree III,https://www.spoj.com/problems/RTREE3,RTREE3,['tree']
A conjecture of Paul Erdős (hard),https://www.spoj.com/problems/PAUL2,PAUL2,[]
Another Valentine Maze Game (1D),https://www.spoj.com/problems/AVMG1,AVMG1,[]
Another Valentine Maze Game (2D),https://www.spoj.com/problems/AVMG2,AVMG2,[]
Make Sets,https://www.spoj.com/problems/MSET,MSET,[]
Help Kejriwal,https://www.spoj.com/problems/HK,HK,[]
Balika Vadhu and Alok Nath,https://www.spoj.com/problems/BVAAN,BVAAN,['dynamic-programming']
Pythagorean Triple Counting,https://www.spoj.com/problems/PTC,PTC,[]
Knapsack,https://www.spoj.com/problems/KNPSACK,KNPSACK,[]
Travelling cost,https://www.spoj.com/problems/TRVCOST,TRVCOST,"['graph-theory', 'dijkstra-s-algorithm']"
Help Me Please!,https://www.spoj.com/problems/DCEPC13F,DCEPC13F,[]
The Ultimate Riddle,https://www.spoj.com/problems/DCEPC13D,DCEPC13D,[]
Equivalent Passwords,https://www.spoj.com/problems/EQUIPASS,EQUIPASS,[]
Pencil Game,https://www.spoj.com/problems/VNACM14H,VNACM14H,[]
Feast Coins,https://www.spoj.com/problems/FEAST,FEAST,[]
Make Triangle,https://www.spoj.com/problems/TRNGL,TRNGL,[]
Mineral Farm,https://www.spoj.com/problems/MFARM,MFARM,[]
Hiccup And Lucky Dragons,https://www.spoj.com/problems/HALD,HALD,[]
ISOMORPH,https://www.spoj.com/problems/EE4371,EE4371,[]
Grid Arithmetic,https://www.spoj.com/problems/BYU15W_2,BYU15W_2,[]
Game Calculator,https://www.spoj.com/problems/BYU15W_4,BYU15W_4,[]
One piece,https://www.spoj.com/problems/QTDIVIDE,QTDIVIDE,[]
Retrovirus,https://www.spoj.com/problems/RETRO,RETRO,[]
Segfault,https://www.spoj.com/problems/SEGFAULT,SEGFAULT,[]
The Last String Bender,https://www.spoj.com/problems/STAVATAR,STAVATAR,[]
One day with string,https://www.spoj.com/problems/ODWS,ODWS,[]
Suffixes,https://www.spoj.com/problems/SUFFIX,SUFFIX,['number-theory']
Front,https://www.spoj.com/problems/FRONT,FRONT,[]
Carina,https://www.spoj.com/problems/CARINA,CARINA,[]
Split,https://www.spoj.com/problems/SPLITS,SPLITS,[]
CWC-2015,https://www.spoj.com/problems/CWC2015,CWC2015,[]
Ogledala,https://www.spoj.com/problems/OGLEDALA,OGLEDALA,[]
Dolan and Nephews,https://www.spoj.com/problems/CARDFLIP,CARDFLIP,['tree']
Zamena,https://www.spoj.com/problems/ZAMENA,ZAMENA,[]
K-Query Online,https://www.spoj.com/problems/KQUERYO,KQUERYO,[]
"Yossy, The King of IRYUDAT",https://www.spoj.com/problems/YOSSY,YOSSY,"['branchandbound', 'bubble-cup-9-round-1']"
Magic Schools,https://www.spoj.com/problems/HCMUS20A,HCMUS20A,[]
Professor Farouk Question,https://www.spoj.com/problems/PROFF,PROFF,[]
Acm Teams,https://www.spoj.com/problems/ACMT,ACMT,[]
Fingerprints,https://www.spoj.com/problems/FINGP,FINGP,[]
Another Version of Inversion,https://www.spoj.com/problems/DCEPC14A,DCEPC14A,[]
Board Score,https://www.spoj.com/problems/DCEPC14B,DCEPC14B,[]
The Long Pile Game,https://www.spoj.com/problems/DCEPC14C,DCEPC14C,[]
Finding GP,https://www.spoj.com/problems/DCEPC14D,DCEPC14D,[]
The Toy Store,https://www.spoj.com/problems/DCEPC14F,DCEPC14F,[]
God of Nim,https://www.spoj.com/problems/DCEPC14G,DCEPC14G,[]
Watchers On The Wall,https://www.spoj.com/problems/DCEPC14H,DCEPC14H,[]
Vitaliy and Pie,https://www.spoj.com/problems/VAPI01,VAPI01,[]
Overlapping Words,https://www.spoj.com/problems/OVERLAP,OVERLAP,[]
Save the Scofield !!,https://www.spoj.com/problems/UJ01,UJ01,[]
Easy Factorials,https://www.spoj.com/problems/EASYFACT,EASYFACT,"['number-theory', 'factorial']"
Helping Jar Jar Binks,https://www.spoj.com/problems/JARJAR,JARJAR,['dp-11']
Mohib and series,https://www.spoj.com/problems/MOHIB,MOHIB,[]
The art of tree numbers,https://www.spoj.com/problems/TREENUM2,TREENUM2,[]
Eagle and Dogs,https://www.spoj.com/problems/EAGLE1,EAGLE1,['graph']
Monkey King,https://www.spoj.com/problems/MONKK,MONKK,[]
Fata7y Ya Warda!,https://www.spoj.com/problems/DRUIDEOI,DRUIDEOI,[]
Kule,https://www.spoj.com/problems/SIOKULE,SIOKULE,[]
Fibo and non fibo,https://www.spoj.com/problems/POWFIB,POWFIB,['number-theory']
Magical colorful cats (hard),https://www.spoj.com/problems/BLCATS,BLCATS,[]
Manipulate Dwarfs,https://www.spoj.com/problems/DWARFLOG,DWARFLOG,['datastructures']
Petya Brother and Repairment of Roads,https://www.spoj.com/problems/PETYABRO,PETYABRO,[]
She was in Love with BST,https://www.spoj.com/problems/LOVEBIRDS,LOVEBIRDS,"['combinatorics', 'dynamic-programming']"
PLAYING WITH BITS,https://www.spoj.com/problems/BITPLAY,BITPLAY,['simple-math']
1807,https://www.spoj.com/problems/SMILEY1807,SMILEY1807,['dynamic-programming']
Checking cubes.,https://www.spoj.com/problems/BOKAM143SOU,BOKAM143SOU,[]
Red Blue Line Segments,https://www.spoj.com/problems/CS345A1,CS345A1,[]
Subsequences with modulo,https://www.spoj.com/problems/KNMD,KNMD,[]
Nth Prime,https://www.spoj.com/problems/NTHPRIME,NTHPRIME,"['binary-search', 'fast-prime-counting']"
Robot,https://www.spoj.com/problems/ROOBOT,ROOBOT,['bubble-cup-9-round-1']
Fibonacci Polynomial,https://www.spoj.com/problems/FIBPOL,FIBPOL,"['math', 'number-theory']"
Largest Odd Divisor,https://www.spoj.com/problems/DOL,DOL,[]
Truncky Numbers,https://www.spoj.com/problems/ADST01,ADST01,['maths-2']
Star,https://www.spoj.com/problems/STARSBC,STARSBC,[]
Compare Substring,https://www.spoj.com/problems/CMPSSTR,CMPSSTR,[]
Elegant Permuted Sum,https://www.spoj.com/problems/ELPESUM,ELPESUM,[]
Kaos,https://www.spoj.com/problems/KAOS,KAOS,"['bitmasks', 'datastructures']"
Gyanbabas Admission Test,https://www.spoj.com/problems/SUBPAL,SUBPAL,[]
Acceptable numbers,https://www.spoj.com/problems/KBASEEN,KBASEEN,[]
Ohani And The Game,https://www.spoj.com/problems/OHANIGAME,OHANIGAME,[]
Defense of a kingdom 2,https://www.spoj.com/problems/DEFKIN2,DEFKIN2,[]
ChickenLove,https://www.spoj.com/problems/FOODIES,FOODIES,[]
Save Area 11,https://www.spoj.com/problems/SVAREA11,SVAREA11,['greedy']
Candies,https://www.spoj.com/problems/ICANDIES,ICANDIES,['simple-math']
Eefun Guessing Words,https://www.spoj.com/problems/NPC2015A,NPC2015A,[]
Eefun the Accountant,https://www.spoj.com/problems/NPC2015B,NPC2015B,[]
Eefun Plays Doto,https://www.spoj.com/problems/NPC2015C,NPC2015C,[]
Eefun is not so Fun,https://www.spoj.com/problems/NPC2015D,NPC2015D,[]
Eefun Plays LOL,https://www.spoj.com/problems/NPC2015E,NPC2015E,[]
Eefun and Doors,https://www.spoj.com/problems/NPC2015F,NPC2015F,[]
Hexagram,https://www.spoj.com/problems/HEXGRAM,HEXGRAM,[]
Meetings,https://www.spoj.com/problems/MEETINGS,MEETINGS,[]
New Lottery Game,https://www.spoj.com/problems/LOTGAME,LOTGAME,[]
Shuffles,https://www.spoj.com/problems/SHUFFLES,SHUFFLES,[]
"Do It Wrong, Get It Right",https://www.spoj.com/problems/DWRONG,DWRONG,[]
A Terribly Grimm Problem,https://www.spoj.com/problems/GRIMM,GRIMM,[]
You Win!,https://www.spoj.com/problems/YOUWIN,YOUWIN,[]
When Does The World End,https://www.spoj.com/problems/PONY10,PONY10,[]
Teaching Hazard,https://www.spoj.com/problems/BUD13TLB,BUD13TLB,[]
Boxes,https://www.spoj.com/problems/BUD13TLF,BUD13TLF,['dynamic-programming']
AM FM,https://www.spoj.com/problems/TAP2015A,TAP2015A,[]
Good kg of Flauta bread,https://www.spoj.com/problems/TAP2015B,TAP2015B,[]
CompuTenis reloaded,https://www.spoj.com/problems/TAP2015C,TAP2015C,[]
Happiness for all,https://www.spoj.com/problems/TAP2015D,TAP2015D,[]
Perfect packing,https://www.spoj.com/problems/TAP2015E,TAP2015E,[]
Induced favoritism,https://www.spoj.com/problems/TAP2015F,TAP2015F,[]
Generating alien DNA II,https://www.spoj.com/problems/TAP2015G,TAP2015G,[]
Hugo s homework,https://www.spoj.com/problems/TAP2015H,TAP2015H,[]
Invading aliens,https://www.spoj.com/problems/TAP2015I,TAP2015I,[]
Game of stones II,https://www.spoj.com/problems/TAP2015J,TAP2015J,[]
Kimetto Kipsang and Kipchoge,https://www.spoj.com/problems/TAP2015K,TAP2015K,[]
LUTRIJA,https://www.spoj.com/problems/LUTRIJA,LUTRIJA,[]
Factorial Modulo,https://www.spoj.com/problems/FCDC,FCDC,['number-theory']
Hablu Wants to Buy,https://www.spoj.com/problems/HMBY,HMBY,[]
Jolly Kingdom,https://www.spoj.com/problems/JOLLYKINGDOM,JOLLYKINGDOM,[]
Laser Beam,https://www.spoj.com/problems/LASER_BEAM,LASER_BEAM,[]
One of the Simpsons symbols,https://www.spoj.com/problems/NNUM,NNUM,[]
Bit Difference,https://www.spoj.com/problems/BITDIFF,BITDIFF,[]
Cinema Conundrum,https://www.spoj.com/problems/CINEMACON,CINEMACON,[]
Decreasing Number of Visible Box,https://www.spoj.com/problems/VISIBLEBOX,VISIBLEBOX,[]
Fury Road,https://www.spoj.com/problems/FURYROAD,FURYROAD,[]
Highly Spiritual Baba,https://www.spoj.com/problems/HIGHBABA,HIGHBABA,[]
Bubble Sort,https://www.spoj.com/problems/BUBBLESORT,BUBBLESORT,[]
Ecstasy,https://www.spoj.com/problems/NECSTASY,NECSTASY,[]
Laser Maze,https://www.spoj.com/problems/LASER,LASER,[]
Help BTW,https://www.spoj.com/problems/HELPBTW,HELPBTW,['bubble-cup-9-round-1']
Divisibility Test,https://www.spoj.com/problems/MATNUM,MATNUM,[]
NEKAMELEONI,https://www.spoj.com/problems/NEKAMELEONI,NEKAMELEONI,[]
DOMINO,https://www.spoj.com/problems/DOMINO8,DOMINO8,[]
Find the max XOR value,https://www.spoj.com/problems/MAXXOR,MAXXOR,[]
Palindrome Or Not,https://www.spoj.com/problems/PLNDROME,PLNDROME,['adhoc']
Divisor Game,https://www.spoj.com/problems/SIMPGAME,SIMPGAME,[]
Divisible Fibonacci Numbers,https://www.spoj.com/problems/DIVFIBS,DIVFIBS,[]
Drawing Lines,https://www.spoj.com/problems/DRWLNS,DRWLNS,['datastructures']
Peculiar Number,https://www.spoj.com/problems/PCLNMBR,PCLNMBR,"['math', 'binary-search']"
Palindrome in a Tree ,https://www.spoj.com/problems/PLNDTREE,PLNDTREE,['datastructures']
Longest Perfect Increasing Subsequence ,https://www.spoj.com/problems/LPIS,LPIS,"['dynamic-programming', 'adhoc']"
Cricket Selection ,https://www.spoj.com/problems/CRICKDP,CRICKDP,[]
Ball sum,https://www.spoj.com/problems/BALLSUM,BALLSUM,"['simple-math', 'math', 'probability-theory', 'gcd']"
Next Lexicographically Greater Substring,https://www.spoj.com/problems/NEXTLEX,NEXTLEX,[]
Cat and Mouse I,https://www.spoj.com/problems/CATMO1,CATMO1,"['game', 'bubble-cup-9-round-1']"
Essay,https://www.spoj.com/problems/ESSY,ESSY,[]
Social Network Community,https://www.spoj.com/problems/SOCNETC,SOCNETC,['datastructures']
Matrix,https://www.spoj.com/problems/GSMATRIX,GSMATRIX,[]
GCD OF MATRIX,https://www.spoj.com/problems/GCDMAT,GCDMAT,[]
GCD OF MATRIX (hard),https://www.spoj.com/problems/GCDMAT2,GCDMAT2,['number-theory']
BMW,https://www.spoj.com/problems/MARYBMW,MARYBMW,[]
Counting Divisors,https://www.spoj.com/problems/DIVCNT1,DIVCNT1,"['convex-hull', 'stern-brocot-tree']"
Trending GCD,https://www.spoj.com/problems/TRENDGCD,TRENDGCD,[]
Revenge of Arjuna,https://www.spoj.com/problems/THEWAR,THEWAR,"['dynamic-programming', 'graph']"
Sum the Decimal-part II,https://www.spoj.com/problems/SUMDEC2,SUMDEC2,['number-theory']
HARRY POTTER AND THE FORBIDDEN FOREST,https://www.spoj.com/problems/HPFORF,HPFORF,[]
Windy Cannon,https://www.spoj.com/problems/JC15A,JC15A,[]
Folding Stick,https://www.spoj.com/problems/JC15B,JC15B,[]
Walking Jumper,https://www.spoj.com/problems/JC15C,JC15C,[]
Perfect Superstring,https://www.spoj.com/problems/JC15D,JC15D,[]
Laser Beam 2.0,https://www.spoj.com/problems/JC15E,JC15E,[]
Colorful Beads,https://www.spoj.com/problems/JC15F,JC15F,[]
Captain Claw,https://www.spoj.com/problems/CLAW,CLAW,[]
Lost and survived,https://www.spoj.com/problems/LOSTNSURVIVED,LOSTNSURVIVED,['disjoint-set-2']
The wit of Tenali Raman,https://www.spoj.com/problems/TENALI,TENALI,[]
Keyur and Mohib Tree,https://www.spoj.com/problems/MOHIBTREE,MOHIBTREE,[]
Pisano Factors,https://www.spoj.com/problems/PFACTORS,PFACTORS,[]
detective sherlock holmes,https://www.spoj.com/problems/DSH,DSH,[]
Bits. Exponents and Gcd,https://www.spoj.com/problems/TOUGH,TOUGH,"['gcd', 'number-theory-13']"
Lights On!,https://www.spoj.com/problems/TURNLT,TURNLT,[]
Pointers,https://www.spoj.com/problems/INC2015F,INC2015F,[]
Get higher and higher,https://www.spoj.com/problems/MAXI,MAXI,[]
Corn Headache,https://www.spoj.com/problems/CORN,CORN,['simple-math']
Crazy Smoker,https://www.spoj.com/problems/CRZYSMKR,CRZYSMKR,"['math', 'ad-hoc-1', 'adhoc']"
I LOVE Kd-TREES,https://www.spoj.com/problems/ILKQUERY,ILKQUERY,[]
Related or not,https://www.spoj.com/problems/NINJA1,NINJA1,[]
PATHETIC STRINGS,https://www.spoj.com/problems/NINJA2,NINJA2,[]
STUNNING GCD,https://www.spoj.com/problems/NINJA3,NINJA3,[]
HELP SHELDON,https://www.spoj.com/problems/NINJA4,NINJA4,[]
K NUMBERS,https://www.spoj.com/problems/NINJA5,NINJA5,[]
TRAVELLING DILEMMA,https://www.spoj.com/problems/NINJA6,NINJA6,[]
TWO SEQUENCES PROBLEM,https://www.spoj.com/problems/NINJA7,NINJA7,[]
George vs Kramer,https://www.spoj.com/problems/NINJA8,NINJA8,[]
Power and Mod,https://www.spoj.com/problems/PWRANDMOD,PWRANDMOD,[]
Harish and his rooks puzzle,https://www.spoj.com/problems/HARISH_PUZZLE,HARISH_PUZZLE,['greedy']
Alicias Afternoon Amble,https://www.spoj.com/problems/AMBLE,AMBLE,"['shortest-path', 'dynamic-programming', 'plane-geometry']"
Palindromic Primes (Hard),https://www.spoj.com/problems/PALPRIM,PALPRIM,"['binary-search', 'primality-test', 'precalculation']"
DIVSEQ,https://www.spoj.com/problems/DIVSEQ,DIVSEQ,['dynamic-programming']
Pair Divisible 2,https://www.spoj.com/problems/PAIRDIV2,PAIRDIV2,"['math', 'fast-moebius-transform']"
Grand Reward,https://www.spoj.com/problems/GR,GR,[]
CODER FIRST PROBLEM,https://www.spoj.com/problems/CDRSANJ,CDRSANJ,"['math', 'sieve', 'prime-numbers-1', 'factorisation']"
An easy Problem,https://www.spoj.com/problems/ADDAP,ADDAP,[]
Factorial and divisorss,https://www.spoj.com/problems/FACTDIV,FACTDIV,[]
Theater shade in Berland ,https://www.spoj.com/problems/TAXI2,TAXI2,"['shortest-path', 'matching']"
I Love Kd-Trees II,https://www.spoj.com/problems/ILKQUERY2,ILKQUERY2,"['data-1', 'structures', 'tree-14']"
Atul and Aastha Chronicles 2,https://www.spoj.com/problems/AAC2,AAC2,[]
All about Sorting!,https://www.spoj.com/problems/MINDIFF,MINDIFF,[]
Path Game,https://www.spoj.com/problems/PATHGAME,PATHGAME,[]
Sort Machine,https://www.spoj.com/problems/SORTMAC,SORTMAC,[]
Gutibazi,https://www.spoj.com/problems/NUMPATH,NUMPATH,[]
I LOVE Kd-TREES III,https://www.spoj.com/problems/ILKQUERYIII,ILKQUERYIII,"['tree', 'binary-tree', 'datastructures']"
Wonowon,https://www.spoj.com/problems/WONOWON,WONOWON,['number-theory']
Coverage,https://www.spoj.com/problems/SERCOVERAGE,SERCOVERAGE,[]
Grid,https://www.spoj.com/problems/SERGRID,SERGRID,[]
Gears,https://www.spoj.com/problems/SERGEARS,SERGEARS,[]
Almost Prime Numbers Again,https://www.spoj.com/problems/KPRIMESB,KPRIMESB,[]
Lets Be An Anagrammatist,https://www.spoj.com/problems/ANGRMTST,ANGRMTST,[]
Secret Key,https://www.spoj.com/problems/ICCSECRET,ICCSECRET,[]
Mr. Ant & His Problem,https://www.spoj.com/problems/ANTP,ANTP,[]
NO GCD,https://www.spoj.com/problems/NGCD,NGCD,[]
Tiho Brdo,https://www.spoj.com/problems/SHILL,SHILL,[]
Stockade,https://www.spoj.com/problems/STO,STO,[]
Counter-Smack,https://www.spoj.com/problems/COU,COU,[]
 Who is the Best?,https://www.spoj.com/problems/INS16F,INS16F,[]
Daenerys wants to Conquer,https://www.spoj.com/problems/INS16H,INS16H,[]
Pristojba,https://www.spoj.com/problems/PRISTOJBA,PRISTOJBA,[]
SUPER CELL,https://www.spoj.com/problems/SCELL,SCELL,[]
Collecting Mango,https://www.spoj.com/problems/CMG,CMG,['datastructures']
Extremely Lagged Fibonacci,https://www.spoj.com/problems/EXLAGFIB,EXLAGFIB,['generating-function']
The Crossover,https://www.spoj.com/problems/CROSSOVER,CROSSOVER,[]
Game Of Ones,https://www.spoj.com/problems/GOO,GOO,"['math', 'nhspc2016']"
Kuchu the Bookworm,https://www.spoj.com/problems/BOOKWORM,BOOKWORM,['counting-1']
k Alternating Sum,https://www.spoj.com/problems/KALTSUM,KALTSUM,[]
The Maximize Sum,https://www.spoj.com/problems/TMSUM,TMSUM,[]
Spaceship,https://www.spoj.com/problems/SPACESHIP,SPACESHIP,[]
Hofstadter–Conway 10000 dollar sequence,https://www.spoj.com/problems/HC10000,HC10000,[]
Shoot and kill,https://www.spoj.com/problems/BGSHOOT,BGSHOOT,[]
Assembly line,https://www.spoj.com/problems/EIUASSEMBLY,EIUASSEMBLY,"['greedy', 'binary-search']"
Balanced Diet,https://www.spoj.com/problems/FN16DIET,FN16DIET,[]
Branch Assignment,https://www.spoj.com/problems/FN16ASGN,FN16ASGN,[]
Ceiling Function,https://www.spoj.com/problems/FN16CEIL,FN16CEIL,[]
Clock Breaking,https://www.spoj.com/problems/FN16CLK,FN16CLK,[]
Forever Young,https://www.spoj.com/problems/FN16BASE,FN16BASE,[]
Longest Rivers,https://www.spoj.com/problems/FN16RIVER,FN16RIVER,[]
Oil,https://www.spoj.com/problems/FN16OIL,FN16OIL,[]
Road Times,https://www.spoj.com/problems/FN16ROAD,FN16ROAD,[]
String Theory,https://www.spoj.com/problems/FN16QUOT,FN16QUOT,[]
Swap Space,https://www.spoj.com/problems/FN16SWAP,FN16SWAP,[]
What Really Happened on Mars?,https://www.spoj.com/problems/FN16MARS,FN16MARS,[]
Summer Trip,https://www.spoj.com/problems/IAPCR2F,IAPCR2F,[]
Find The Number,https://www.spoj.com/problems/IAPCR2D,IAPCR2D,['number-theory']
Study Room,https://www.spoj.com/problems/IAPCR2C,IAPCR2C,[]
Ballons Revisited,https://www.spoj.com/problems/IAPCR2E,IAPCR2E,[]
"Periodic function, trip 5",https://www.spoj.com/problems/PERIOD5,PERIOD5,['bubble-cup-10-round-2']
Minimum Sum,https://www.spoj.com/problems/SQRMINSUM,SQRMINSUM,[]
Segmentation,https://www.spoj.com/problems/HJB,HJB,[]
Time for Revenge,https://www.spoj.com/problems/MOWGLI,MOWGLI,['dynamic-programming']
Knight Move,https://www.spoj.com/problems/KNMOVE,KNMOVE,[]
Sums of 2 and 3,https://www.spoj.com/problems/ORDSUM23,ORDSUM23,[]
Funny Modular Sequence,https://www.spoj.com/problems/FUNMODSEQ,FUNMODSEQ,[]
Matrices with XOR property,https://www.spoj.com/problems/VECTAR1,VECTAR1,[]
Changus Final Battle,https://www.spoj.com/problems/VECTAR4,VECTAR4,[]
Count Subsets,https://www.spoj.com/problems/VECTAR5,VECTAR5,[]
Cube Numbers,https://www.spoj.com/problems/CUBNUM,CUBNUM,"['simple-math', 'dynamic-programming']"
2D arrays with XOR property,https://www.spoj.com/problems/XORRAY,XORRAY,[]
Count Doubles,https://www.spoj.com/problems/CNTDO,CNTDO,[]
Alternating Sequences,https://www.spoj.com/problems/ALTSEQ,ALTSEQ,['dynamic-programming']
One more weird game ,https://www.spoj.com/problems/OMWG,OMWG,['graph']
Number of Binary Trees,https://www.spoj.com/problems/VECTAR6,VECTAR6,[]
Number of score sequences ,https://www.spoj.com/problems/VECTAR7,VECTAR7,[]
Primal Fear,https://www.spoj.com/problems/VECTAR8,VECTAR8,[]
Mangu Numbers,https://www.spoj.com/problems/VECTAR9,VECTAR9,"['number-theory', 'inclusion-exclusion']"
Card Game,https://www.spoj.com/problems/VECTAR10,VECTAR10,[]
Increasing numbers,https://www.spoj.com/problems/NDS,NDS,"['binary-search', 'segment-tree-1']"
LIS and tree,https://www.spoj.com/problems/LISTREE,LISTREE,['tree']
Queue of Soldiers,https://www.spoj.com/problems/AR2015PE,AR2015PE,[]
Terrorists,https://www.spoj.com/problems/AR2015PC,AR2015PC,[]
Jumping Joey,https://www.spoj.com/problems/AR2015PF,AR2015PF,[]
Automatic Scholarship Calculation,https://www.spoj.com/problems/AR2015PH,AR2015PH,[]
Game of Squares,https://www.spoj.com/problems/VECTAR11,VECTAR11,[]
Gupta ji Birthday !!,https://www.spoj.com/problems/SHUB1307,SHUB1307,['dynamic-programming-72']
Garden of Mangu,https://www.spoj.com/problems/VECTAR12,VECTAR12,[]
Bono v3,https://www.spoj.com/problems/BLBONO,BLBONO,['game-theory-1']
Legend of Heta,https://www.spoj.com/problems/BLHETA,BLHETA,['string-matching']
Unique Code,https://www.spoj.com/problems/BLUNIQ,BLUNIQ,['tree']
Painting Hat,https://www.spoj.com/problems/BLCONE,BLCONE,"['math', 'binary-search']"
Emoticon,https://www.spoj.com/problems/BLKEK,BLKEK,"['dynamic-programming', 'adhoc']"
Changu Mangu in a Football Team,https://www.spoj.com/problems/VECTAR13,VECTAR13,[]
Divisible Fibonacci Numbers,https://www.spoj.com/problems/DIVFIBS2,DIVFIBS2,[]
Changu with subsequences,https://www.spoj.com/problems/VECTAR14,VECTAR14,[]
Counting Words,https://www.spoj.com/problems/REDRONESIA,REDRONESIA,[]
Zeros in Fibonacci period,https://www.spoj.com/problems/Z124,Z124,[]
Police Men,https://www.spoj.com/problems/POLICEMEN,POLICEMEN,['tree-25']
Bidding Game,https://www.spoj.com/problems/BIDGAME,BIDGAME,['eid2016']
Even Frequency,https://www.spoj.com/problems/EVENFRQ,EVENFRQ,['eid2016']
Happiness,https://www.spoj.com/problems/HAPPINESS,HAPPINESS,['eid2016']
Again Eid Salami,https://www.spoj.com/problems/EIDSALAMI2,EIDSALAMI2,['eid2016']
Binary Protean Number,https://www.spoj.com/problems/BINPRNUM,BINPRNUM,"['adhoc', 'eid2016']"
Votka and String,https://www.spoj.com/problems/VOTAS,VOTAS,"['hashing', 'eid2016', 'suffix-array-8', 'z-1']"
Zeros of the fundamental Fibonacci period,https://www.spoj.com/problems/Z124H,Z124H,[]
Laser,https://www.spoj.com/problems/LAS,LAS,[]
Domino's effect,https://www.spoj.com/problems/DOM,DOM,[]
Greatest Common Divisor Of Three Integers,https://www.spoj.com/problems/GDCOFTI,GDCOFTI,"['gcd-3-1', 'greatest-common-divisor']"
Inquire,https://www.spoj.com/problems/UFPR14D,UFPR14D,[]
Product it again,https://www.spoj.com/problems/PROD1GCD,PROD1GCD,"['math', 'number-theory']"
Balance the parentheses,https://www.spoj.com/problems/BALANCE1PARA,BALANCE1PARA,[]
Maximum Child Sum,https://www.spoj.com/problems/MAXCHILDSUM,MAXCHILDSUM,[]
OR,https://www.spoj.com/problems/EXPOR,EXPOR,['goc-s01e01']
Cats Invitation,https://www.spoj.com/problems/CATINV,CATINV,['goc-s01e01']
